Document,time,Topic
полиционер капустин который списал хулиганку так сидит тепленьком кресле,2025-02-23 11:33:51,4
опять пока полицейским нашим пинка дадут волшебного хрен они свои пердобаки стульев оторвут потом удивляются почему народ так херово ним относится относиться людям которых больше боишься чем жуликов,2025-02-23 11:32:46,4
ссср для всех было бесплатное образование вузах только капиталистах ходят слухи что даже класса школы будет платное образование,2025-02-23 13:55:26,3
тут пашем госпиталях ради спасения них толку нет,2025-02-23 12:32:55,5
если ленин был алкаш мне врачу даже страшно подумать вашем диагнозе лечение уже поможет,2025-02-23 09:43:40,5
пролетариат другим бывает вот правительство говорит что рабочих рук хватает нет барыг именно пролетариев еще техническим образованием,2025-02-23 07:52:15,2
блин где полиция этим что разрешили митинги проводить вообще человека рожденного ссср они меня оскорбляют короче иродов,2025-02-23 07:15:56,4
почему тогда еще зоне сво медсестрой работаете пошло,2025-02-23 10:32:02,5
если ждали это вам врачу пора может вас свастика напрягает,2025-02-23 09:56:14,5
ощущение что полиции знают только одну статью важно что преступник совершил всем хулиганка дают,2025-02-23 07:56:09,4
насколько знаю сначала могут возбудить уг дело явной менее тяжкой статье потом могут переквалифицировать более тяжкую необходима минимум судмедэкспертиза это иногда зависит того сколько человек будет находиться больнице,2025-02-22 19:17:43,5
были ненужные дотационные территории понимать надо стратегию потужных пусть празднуют чем тешились лишь врачей беспокоили,2025-02-22 19:09:30,5
что это полиция если они огнестрелом уже видя расклад ножевиком могут справиться затрехсотившись что это граждане если зная неадекватах собой нужный хозинвентарь носят,2025-02-22 19:42:17,4
вот им живется кто притесняет мне кажется работать хотят,2025-02-22 18:03:09,2
игра доброго злого полицейского байден пряником трамп кнутом,2025-02-23 23:32:33,4
предлагаю кипишавать есть законно избранные умные люди которые получают охуенную зарплату что думают будет лучше для страны они решат так будет работа них такая вопросы решать них великом будущем думать хочу мне это платят картина общая дела обстоят им более видна понятна пострадают барыги барыг мне похую барыги могут выебаться могут вещами собираться компренде,2025-02-22 18:33:07,2
никто спит вожди разберутся что умные люди это зарплаты получают большие вот пусть них голова болит эти переговоры,2025-02-22 17:33:38,2
что полицию же хер свой всем показывал,2025-02-22 16:16:11,4
мужику теперь проверится врачей надеюсь ничего себе отморозил последствия этого очень хорошие,2025-02-22 16:01:48,5
неверные выводы кружки массово заказывают для подарков школу инфа,2025-02-23 00:44:40,3
кружки дарят мальчикам садиках школах поэтому массово скупают потому что взрослым дядькам кружки резко стали дарить,2025-02-22 14:29:20,3
скорее первая половина этой диаграммы расстроившая комментаторов это подарки школьникам мальчикам сотрудникам коллегам,2025-02-22 13:54:10,3
смысле блять всех знакомых медиков поздравляю вне зависимости пола для тебя новость медики военнообязанные,2025-02-22 13:33:31,5
уже купили пишут что работник полиции кто кто еще остановить дороге гражданский что получить пику бок,2025-02-24 16:45:24,4
упростить процедуру применения табельного оружия применять сразу только оказывается сопротивление сотруднику неподчинение сотруднику государственных органов полиции гибдд,2025-02-23 05:20:30,4
разве нельзя стрелять после того дотронулся полицейского,2025-02-22 22:16:18,4
почему наша полиция такая беззубая всякое чмо погоны трогает это говно бородатое нагло себя присутствии офицера ведет это норма,2025-02-22 18:29:16,4
так тук явная уголовка дискредитации сотрудников правоохранительных органов это минимум,2025-02-22 15:21:21,4
виноват виноваты полицейские власть которые позволяют этому быдлу вести себя вседозволенно,2025-02-22 13:50:29,4
сотрудник полиции представитель власти сидит ссыкливое говно так это бородатое чучело минимум лежать должно мордой асфальт это минимум позорище,2025-02-22 13:36:53,4
разве трудно установить пусть полицейского который видео спросят кто это,2025-02-22 13:17:14,4
человека форме тоже оштрафуют если сотрудник значит неправомерно носит форму правоохранительных органов это статья коапп,2025-02-22 13:11:35,4
такие необучаемы клал всех дальний родственник может дальний полиции порешает диаспорой хохол дмитрий убери лайк,2025-02-22 12:54:21,4
просто утырок какой полицейский позволяет трогать погоны,2025-02-22 12:52:57,4
минуточку если человек форме дпсника является сотрудником полиции является это говновидео дискредитацией органов власти моему это уже лишение прав срок может светить,2025-02-22 12:44:56,4
видео видимо старое полицейский маске уволился уже значит,2025-02-22 12:44:30,4
потому что диаспора отмажет наши правоохранители могут только слабыми воевать,2025-02-28 06:27:23,4
просто наставнику того полицая надо было кормиться рук наставника того лихача,2025-02-22 18:18:49,4
команда верха черножопых тварей трогать это позора дошла полиция что ее опускают эти кишлачные мрази издеваются это кому власти выгодно позорище,2025-02-22 17:41:12,4
полицию нужно реформировать нквд набирать туда парней сво разрешить стрелять поражение,2025-02-22 16:52:26,4
это правоохранителям прям пыра ипло они терпят меняются привыкли унижения терпеть вот если реакция будет жесткая эти выходки говна тогда подобного будет,2025-02-22 16:33:31,4
стыдно наши гибдд полицию такие выходки полиции должна быть жесткая мгновенная реакция мордой пол применением электрошокера дубинки наручники суток ареста штраф,2025-02-22 13:15:40,4
надо брать пример амнриканцев выебнулся полицейского получи пулю колено,2025-02-22 13:09:48,4
ниче удивительного полицейских прав ноль должен быть нормальный закон разрешающий впечатать асфальт этого обмудка просто что прикоснулся погонам,2025-02-22 12:40:51,4
плохо дело если только они полицию уважают боятся полиция боится,2025-02-22 12:20:39,4
такой дерзкий потому что безмозглый еще разу обсирался крепких руках нормальных сотрудников правоохранительных органов,2025-02-22 12:02:48,4
когда же уже разрешат применять табельное наезду полицейского,2025-02-22 11:55:52,4
вся полиция продажная сюда проблемы чурка знает что откупиться это наш позор,2025-02-22 11:54:44,4
опять шерсть один уже прокатился белгороде бесполезная черная убила девушек врачей,2025-02-22 11:36:27,5
одного гусев пристрелил потом свои же полицайские сожрали турал решает пока такая ситуация беззаконие стране будет продолжаться простые граждане понимают что полицаям случае обращаться бесполезно,2025-02-22 11:18:58,4
позор полиции себя родине могут навести порядок таким место полиции вернутся ребята фронта пусть приходят служить полицию вот они это допустят вообще после войны навести порядок нерусями научиться нашу родину любить,2025-02-22 11:16:22,4
похер им полицию законы государство им разрешает,2025-02-22 11:15:21,4
полицейского форме нельзя трогать почему полиции нельзя стрелять эти бородачи пещерными манерами выходцы аула уже давно напрашиваются жесткую реакцию,2025-02-22 11:15:04,4
мусора натуре мусора язык поворачивается сказать полиция никакого самоуважения офицерской чести ебалу размаху надо было дать таджики нападут ножами топчутся блять позор,2025-02-22 11:10:19,4
этой станице нет полиции таких редких зверей депутатики,2025-02-22 11:08:59,4
противно стыдно читать что полиция бессильна это так себя ведет значит ничего никого боится сколько же это будет продолжаться почему им можно прощается,2025-02-22 11:07:32,4
пока кончик творит что хочет реакция правоохранительных органов сами видите,2025-02-22 10:50:43,4
почему права отобрали полиция задобрена бородачи же над ними издеваются они терпят так противно тех этих,2025-02-22 10:49:57,4
страна развалится импотентных полицейских полицейские должны защищать закон закон полицейских кто стоит пути должны быть раздавлены катком системы если судьи закон дышло симонян имеем пока что имеем создается образ системы которая может защитить беззакония,2025-02-22 10:49:20,4
сел копам сша эти уже терпели положили месте шокера,2025-02-22 10:46:13,4
уважаемые полицейские краснодара это вызов всему личному составу дело чести пресечь такие выходки навсегда,2025-02-22 10:34:23,4
интересно что было водителем сша если решил потрогать форму шерифа,2025-02-22 10:31:22,4
колокольцев может научить сотрудников полиции отстаивать свою честь,2025-02-22 10:12:28,4
сложившейся традиции только после вмешательства бастрыкина так нет гаи полиции ничего работает местах,2025-02-22 10:10:21,4
если гг так себя вели блатные сейчас некоторые типы средней азии потом удивляемся почему никто идет работать полицию кроме небольшой заработной платы постоянные унижения вот таких идиотов ведь народ свой позорят вот такие охламоны,2025-02-22 10:05:26,4
это что быдло господи такое поведение полицейскими нужно просто сразу мордой асфальт точка наши такое терпят это,2025-02-22 10:05:20,4
когда америке непонравившейся взгляд наша полиция будет расстреливать месте тогда вся эта нечисть будет ходить струнке,2025-02-22 10:04:57,4
жаль что америка пидора бородатого полицейскому нельзя просто пристрелить,2025-02-22 10:04:43,4
уже первый полиция позволяет ними заигрывать наручники землю ели край уже,2025-02-22 10:03:17,4
нет краснодаре полиции гибдд следственных органов что тут поделать бастрыкина только ждать остается,2025-02-22 10:00:49,4
были раньше менты был порядок теперь полиция скоро погоны срывать них будут,2025-02-22 09:52:48,4
правильный вопрос другой почему наши правоохранительные органы такие слабые,2025-02-22 09:51:28,4
полицай парализованный сидит сдесь негров нет можно стрелять,2025-02-22 09:51:14,4
потому разрешено им это делать полиция замечает преступления,2025-02-22 09:41:17,4
полиции есть семьи жены дети пока государству внутреннюю безопасность пока полиции зп курьера пока государство будет защищать полицейских ничего изменится накажет какой нибудь старлей денег занесут выше начальнику подразделения старлей выговором улице еще адрес телефон сольет эти мастурбеки потом нему гости съездят,2025-02-22 09:38:02,4
пару мордой асфальт этого урода провезти тапик яйкам прикрепить дать разряд больше дерзости будет так полиция ведет себя степашки конечно урод будет дерзким,2025-02-22 09:36:49,4
вот тут надо правоохранительным органам брать пример сша стрелять поражение,2025-02-22 09:36:48,4
удивляет почему это хамство полицейский спускаскает рук,2025-02-22 09:36:12,4
сейчас еще немного им полномочий добавят пока они боятся применять оружие сути любое прикосновение должно трактоваться нападение сотрудника правоохранительных органов вообще должно быть такого что они садят нарушителя свою машину это потенциально опасно сидит заполняет бумажки тот ему может нож горло воткнуть пистолет отобрать остановил требуй заглушить двигатель вытащить ключи дальше протоколу это нелюди неадекват под городе права отбирать так психически нездоров дурку принудиловку,2025-02-22 09:35:25,4
потому что полиция сама себя уважает только деньги,2025-02-22 09:31:27,4
солнечной америке такого чуркагандона давно уже убили прямо машине же полицейские,2025-02-22 09:30:10,4
попробовал штатах так полицией общаться могли пристрелить нахрен,2025-02-22 09:29:43,4
видимо полицейские ему это позволяют делать собой,2025-02-22 09:27:07,4
опять чурка сколько можно это терпеть полиции какое самоуважение есть пздц,2025-02-22 09:26:06,4
мм это прямо много бяда авторов математикой,2025-02-22 07:27:45,3
мм это сугруб кто школу ходил единицы измерения изучал,2025-02-22 07:20:46,3
была инфа что очень часто подростки молодежь привлеченая укропидорами вытворяет такое идут поджоги взрослых дурней тоже жаль что нет более людей любящих родину тем более сейчас,2025-02-23 15:13:44,3
меня больше удивляет что никто задает вопрос вас просили финансировать майдан смену власти программы сороса реформы медицины образования сми это ваши решения вот понесли убытки краденное что наши вывели свои счета верните расследования чем проблема,2025-02-22 13:42:07,3
серьезно вижу это другому что садов школ очень вот невозможно некоторым попасть садик например больших микрорайона школа садика жена родила сразу встала очередь садик пока будут платить нормально только руководству потому что они умные демографию поднять,2025-02-23 07:38:41,3
садов школ меньше сейчас чем например жк построили человейников каждом квартир основном семьи детьми школ садов нет строят когда достроят ближайшую пятилетку человейников уже будет трое больше вся эта толпа идет ближайшую школу которая вынуждена всех брать так месту жительству обязаны отсюда классов параллели помню что когда наш микрорайон начал активно строится школу полгода построили два детских сада сейчас даже если застройки построят нужно учителями укомплектовать которых нет замкнутый круг рожайте слова подкрепленные делами небезопасной среде равнодушным отношением общества проблемам семей детьми вот добился наш невменяемый вымирание целой страны которая устала обслуживать ненасытных власти,2025-02-23 04:44:37,3
школы садики позакрывали так знали провале рождаемости классы только потому что школы объединили класс это класс каком корпусе одного комплекса класса здание было,2025-02-22 18:25:16,3
меня радиусе км построили детских сада радиусе км школы течение последних большую церковь имеется масса помещений для занятия спортом для всех возрастных групп даже моя мама пенсионерка приобщилась спорту впервые жизни калининград,2025-02-22 16:23:14,3
откуда там появится работа достойные зарплаты это сказки,2025-02-22 15:02:02,2
никто завозит они сами едут поскольку есть свободные рабочие места куда местные идут потребность кадрах есть равно наши люди уезжают туда где платят,2025-02-22 12:21:54,2
помню платное образование отучилась получила профессию бесплатно кормили тоже бесплатно,2025-02-22 09:51:27,3
рожайте обеды школе платные почти завтрак обед кружки платные колледжи платные куча детей нужно одет обуть,2025-02-22 09:39:06,3
житомирское быдло зарплате доедает последний кусок сала надежде что заработать,2025-02-22 09:14:50,2
видимо недоразвитые мозги там оставил сейчас есть вечерние школы можете записаться одну них если родители колхозаны дали своему ребенку какое школьное образование,2025-02-22 08:26:08,3
учитесь юноша учитесь плаваете элементарных знаниях школьной программы еще лучше идите работать ныть провинциальное нищебродное быдло,2025-02-22 08:19:27,3
крупных городах столько детей было сколько есть сейчас школах были класса параллели,2025-02-22 07:45:33,3
занимательный вас пробел образовании школе надо было учить обществознание тогда написали такую глупость начните повышать уровень знаний узнав откуда гарнизона деньги приоткрою завесу тайны армии свои денег нет ваши трое детей пока сидели жопе ровно сжирали деньги налогоплательщиков здесь сейчас кто них вырастет будут они работать россии платя налоги тут большой вопрос своего одного ребенка покрываю налогами собственным немалым доходом своих содержите счет налогоплательщиков,2025-02-22 07:23:05,3
еще получить высокотехнологичную медпомощь просто помощь для оформления квоты надо попасть неврологу месяц записаться платные имеют права оформлять квоты,2025-02-22 05:44:51,5
опыт нытья стоял отсутствия понимание вообще появилась бесплатная медицина откуда деньги откуда больницы денег никогда сидел работы меняются такому принципу люди работу ищут работают устраивают условия пока работают ищут лучше переходят только алкоголики дураки уходят свободное плавание последующего трудоустройства,2025-02-22 05:37:29,5
сколько ждали бесплатного врача лечилось здоровы хедхантер сильно помог сколько месяцев денег сидели перед тем писать саркастичный ответ может стоит подумать узнать какой опыт стоял начальным постом наличие хх еще гарантия работы также наличие врачей гарантия что вас вылечат так таки здоровы,2025-02-22 04:47:54,5
классы потому что школ раньше больше было сейчас прутся город там набивают классы,2025-02-22 04:46:06,3
естественная убыль упала пусть кто придумал эту реформу здравоохранения вместе мадам голиковой проедутся маленьким городам посмотрят что там творится поликлинниках больницах сначало скворцова наворотила медвузах что стало причиной того что выпускников могут попасть ординатуру значит могут работать врачами идут после выпуска кто куда стгимость обучения медвузах москвы доходит тыс год периферии хуже врачей хватает придумали этой записью врачу очереди надо ждать некоторым недель несколько месяцев например эндокринолог ортопед невролог людей мытарят этими записями многие просто идут врачи которые работают граждане ближнего зарубежья кавказа имеют сомнительную квалификацию поселках деревнях вообще позакрывали медпункты там народ загибается быстрее потому что даже успевают доехать райцентра диспансеризация медосмотры это просто отмывание бюджетных денег нужно вернуть советскую систему здравоохранения которая была доступна для всех граждан записи идиотской вместо этой лондонской же уже живем соросовским методичкам которые направлены сокращение населения оптимизация называется что,2025-02-22 03:54:36,5
бедненький живет стране где медицина бесплатная считается одной лучших прогрессивных мире равно плакает еще денег хватает бедняжка пошебурши хедхантеру найди работу которая тебе даст выйти тот доход который тебе нужен надо обобщать живут россии хорошо чувствуют себя люди здесь хорошо говори себя попал прием врачу потому что глупенький использую номер госуслуги для записи прием,2025-02-22 00:19:23,5
хочешь работать тысячь работай пока будешь работать будут платить перестанешь поднимут куда денутся никто будет вами делится пока потребуете своего праву работают главное копейки ноют вашего нытья ничего изменится ваших действий изменится сами доберетесь,2025-02-21 20:50:09,2
расскажи мне теперь умный военнослужащие сотрудники полиции мчс зп куда там переезжать подскажешь семья будет секрету скажу есть места службы где для жен работы нет,2025-02-21 20:45:41,4
значит такой инженер что дает ему переехать другой регион получать что ему там будут платить так же,2025-02-21 20:40:43,2
сколько просит столько платят цепи держут работать такую зп шли нахер ищи того кто заплатит больше если умеешь делать свое дело хорошо будешь искать найдешь рано поздно пока пресмыкаешся так будут ездить горбу красный диплом магистр вся,2025-02-21 20:39:32,2
садики очередей уже пять нет невозможно школу устроить эти вовсе фантазии точно россии живете,2025-02-21 20:35:08,3
херня это никто хочет плодить нищих различная бесплатная помощь это провокация чтобы халяву достойная зарплата труд поднять уровень жизни медицины разница между отчетами сми правительства колоссальная устали люди лапши верят кому,2025-02-21 20:10:40,5
уровень медицины понизили несколько порядков сократили количество качество медучереждений сельской местности медпомощь это области фантастики население вовремя получает медпомощь отсюда высокая смертность,2025-02-21 20:08:50,5
судя одежде детей школе скажешь что бедный народ говоря телефоны выпускные балы детских садов приучаем детей отмечать столами праздники,2025-02-21 20:02:05,3
правильно только чтоб стало возможным класс вашем городе закрыли много классов деревнях там ученика иногда класс встречается вся молодежь город уезжает который никогда был производителем населения заводят правило одного ребенка,2025-02-21 19:58:36,3
школы сады позакрывали огромное количество зданий садиков было отдано под пенсионный фонд мвд прочее сейчас школы уплотняют объединяют сейчас еще чурок одичалых начальных классах вот классы буквой,2025-02-21 19:57:21,3
школах сейчас родили назад тогда рожали больше поэтому мест нет,2025-02-21 19:51:07,3
владимире администрация города заселяет новые построенные здания для детских садов магазинами ярче кб вайлдберисами куда ребенка вести если родить вопрос риторический чинушам пофиг они свои карманы набивают,2025-02-21 19:49:49,3
такие единичные случае повод говорить так всех вернувшихся сво конечно такие случае миновать опираясь опыт прошлого сейчас полиция быстро такое реагирует плюс созданы программы для реабилитации,2025-02-23 20:28:55,4
может потому что зеки школе стали преподавать детям основы жизни,2025-02-22 09:53:28,3
позволят им так вести себя такими будет особый контроль стороны военных полиции такие люди это враги страны вот такие преступники рождают стереотипы тех кто вернулся сво ведь нормальных всяко больше,2025-02-22 07:43:25,4
именно этом случае необходимо ужесточить закон тому что такое устраивать детях школе,2025-02-22 04:11:28,3
представьте год инвалида войны избивает школе какой что ним было после этого,2025-02-22 03:27:41,3
если это школа там уроке оказался родитель сейчас что родители присутствуют уроках классных часах фотографиях явно школа детский сад детском саду если это утренник утренник фото похоже явно обычное занятие группе родителям разрешают находиться занятиях странная история вобще яжматери яжотцы просто достали уже знакомая ушла классного руководства школе потому что невозможно папаша неадекват полный максимуму срок вкатать,2025-02-22 01:53:07,3
самое мерзкое что существует одного действенного законного способа призвать такое быдло порядку полиция реагирует когда уже натворило дел если оппонента нет силы остается действовать только подручными средствами тогда быдло уже становится потерпевшим заявление полицию пишет очень быстро,2025-02-21 22:33:20,4
почему родителей допустили урок мужества это утренник давно уже ограничен вход посторонних допускаются только дети персонал школы директору очень много вопросов организации,2025-02-21 21:18:09,3
вам срачей родительских чатах где каждый суслик агроном они могут подарки празднику детям согласовать хотите учебный план дать им согласовывать,2025-02-21 21:03:19,3
неадекват наверно дома занимается рукоприкладством верю что первый учителями поругался человека избил особой жестокостью всех изолировать таких надо нормального общества,2025-02-21 20:47:14,3
тогда тебе тут рассуждать том где служба где работа каким образом конкретно поднимаешь престиж россии,2025-02-21 20:44:28,2
петушара конченный кидается женщин инвалида если школе себя так ведет что там отморозок вообще надеюсь посадят надолго выродка,2025-02-21 20:35:36,3
читайте внимательно сахнов устроил перепалку учительницами начал грубить им уже этого достаточно чтоб понять что неадекват психопат абьюзер хорошая статья дискредитацию армии надо еще добавить покушение убийство чтоб сел больше вышел,2025-02-21 20:10:08,3
тут понятно пришел какой пидор школу начил рамсить учельниц мужик них заступился после этого этот гамосет стал избевать это мразь избило человека инволидностью который воевал нашу страну,2025-02-21 20:09:32,3
тут надо дать полиции сказать свое слово,2025-02-21 19:36:28,4
президент правильно делает что врачей медицинских работников целом поддерживает материально правильной мыслью было ежемесячные выплаты поднять им малых городах,2025-02-22 13:52:08,5
сначала лечить учить хотя начните качественно ии бесплатную медицину увеличьте ии опять пахать будет богатых бедные продолжать стоять годами очереди поликлиниках,2025-02-22 05:03:02,5
когда воровали рту держали почему слили полицию тогда почему просто предсьтавили народу доказательства ваших слов бабки если разворовывались программах никаких героев было хотя даже после проекта время героев многие молодые мужики занимали пост чиновников депутатов,2025-02-22 07:58:58,4
обучать чему будут плитку класть сварщиком физруком школу,2025-02-21 18:10:12,3
только буду шоке офицер дальше смогу дополнять,2025-02-21 17:54:39,4
лямов проще нанять ребят чтобы поучили музыке композитора думаю тут будет достаточно тысяч,2025-03-02 20:35:29,3
охренеть что люди только придумают лишь работать,2025-02-21 18:10:59,2
января уроды совершили преступление полиции сразу же стало известно нем задержали уродов полтора месяца хотя они никуда прятались это полтора месяца,2025-02-22 18:30:03,4
полицейских которым было написано заявление подтянули ответу,2025-02-22 17:36:39,4
сотрудников мвд почему привлекают сколько времени это длилось,2025-02-22 08:43:40,2
данном случаи полицейские принявшие законных мер являются участниками преступной группы действие которых заключалось сокрытии преступления оказание давления потерпевших полицейских вместе начальником задержать камеру пусть они там между собой решают кто именно принял меры сокрытию преступления,2025-02-22 06:19:32,4
так надо еще разобраться где первое заявление кто рассматривал кто регистрировал какой начальник дал команду возбуждать уголовное дело какой причине ау дская прокуратура начнете работать когда будь хотелось услышать вашу оценку произошедшего полиции,2025-02-22 06:09:47,4
полиция чем полтора месяца преступники были свободе это сговор,2025-02-22 03:05:06,4
опять давид дагестана полиция закрывала глаза огласки почему заявление января реакция два месяца полиции,2025-02-22 01:16:53,4
вот так реакция правоохранителей очень оперативно что же сделали системой мвд очередное ооо ограниченной ответственностью после нургалиева система овд была расчленена уничтожена,2025-02-21 20:35:56,4
шерстяная тварь походу соскочит если бастрыкин набутылит вместе продажными полицаями,2025-02-21 20:04:53,4
версии полицаев давид вюновват савсема отпюстиваить надо,2025-02-21 19:55:12,4
что там этом городе делает полиция чем они занимаются после этого должны слететь своих должностей нач полиции прокурор мэр эти уроды давид компания там января тянули дело следователей всех под суд кто крышевал этих уродов кто сливал дело всех этих дядей туралов такое должно наказываться самым жестоким способом почти тех таджиков крокус сити может даже хуже,2025-02-21 19:52:40,4
плохо когда правоохранительные органы действуют только когда дело приобретант общественный характер,2025-02-21 19:46:47,4
